ref,author,title,votes,language,has_gpu,has_tpu,approach_tags,import_tags,sloc,is_fork,parent_ref,has_optimizer,is_analysis,is_solution,is_ensemble,url,local_path,top_score,team,lb_rank
sohonsagarsingha/santa-is-packing,PrimeS,Santa is packing.,1,,false,false,Greedy,matplotlib;numpy;pandas;shapely,132,False,,False,True,True,False,https://www.kaggle.com/code/sohonsagarsingha/santa-is-packing,downloaded/sohonsagarsingha_santa-is-packing,172.505422676984,,
datafad/the-boxes-shrunk,🔥🦫📿🗽,The Boxes Shrunk,163,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/the-boxes-shrunk,downloaded/datafad_the-boxes-shrunk,70.624573388978,Tree Cuts,206
hossam82/santa-tree-high-score-v1,Hossam Hamouda,Santa Tree High Score v1,77,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/hossam82/santa-tree-high-score-v1,downloaded/hossam82_santa-tree-high-score-v1,70.659958133318,,
include4eto/parralel-simulated-annealing-in-c-w-warmstart,Traiko Dinev,Parralel Simulated Annealing in C++ w/ warmstart,13,,false,false,SA,matplotlib;pandas;shapely,948,False,,True,False,True,False,https://www.kaggle.com/code/include4eto/parralel-simulated-annealing-in-c-w-warmstart,downloaded/include4eto_parralel-simulated-annealing-in-c-w-warmstart,93.389931500733,,
mr0106/santa-2025,Mohammad Ragab,santa-2025,4,,false,false,,numpy;pandas;shapely,83,False,,True,False,True,False,https://www.kaggle.com/code/mr0106/santa-2025,downloaded/mr0106_santa-2025,,,
datafad/ho-ho-ho,🔥🦫📿🗽,Ho Ho Ho!,43,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/ho-ho-ho,downloaded/datafad_ho-ho-ho,71.012840869886,Tree Cuts,206
chistyakov/sa-on-metamodel-from-2-blocks-182-trees,Stanislav Chistyakov,SA on metamodel from 2 blocks - 182 trees,62,,false,false,SA,matplotlib;numpy;pandas;shapely,929,False,,True,False,True,False,https://www.kaggle.com/code/chistyakov/sa-on-metamodel-from-2-blocks-182-trees,downloaded/chistyakov_sa-on-metamodel-from-2-blocks-182-trees,70.964947178727,ST,143
tanmayjain1515/santa-2025-prediction,Tanmay Jain,Santa_2025_prediction,7,,false,false,,numpy;pandas;shapely,230,False,,True,False,True,False,https://www.kaggle.com/code/tanmayjain1515/santa-2025-prediction,downloaded/tanmayjain1515_santa-2025-prediction,172.675944204751,,
datafad/almost-christmas,🔥🦫📿🗽,Almost Christmas,47,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/almost-christmas,downloaded/datafad_almost-christmas,71.017084627908,Tree Cuts,206
rohitkumarsity/notebooke3bd60a238rohit,Rohit Kumar,notebooke3bd60a238Rohit,1,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,216,False,,True,False,True,False,https://www.kaggle.com/code/rohitkumarsity/notebooke3bd60a238rohit,downloaded/rohitkumarsity_notebooke3bd60a238rohit,,,
raviganjir/notebook1b6e2a5de7,Ravi-Quantum-Circle,notebook1b6e2a5de7,0,,false,false,Ensemble;Physics,numpy;pandas;sklearn;tensorflow,1665,False,,True,False,True,True,https://www.kaggle.com/code/raviganjir/notebook1b6e2a5de7,downloaded/raviganjir_notebook1b6e2a5de7,,,
datafad/dumb-approach,🔥🦫📿🗽,Dumb Approach,58,,false,false,,,65,False,,True,False,True,False,https://www.kaggle.com/code/datafad/dumb-approach,downloaded/datafad_dumb-approach,70.931358881338,Tree Cuts,206
mpb1807/pytorch-accelerated-collision-checking,mpb1807,pytorch-accelerated collision checking,8,,false,false,Translation,matplotlib;numpy;scipy;shapely;torch,676,False,,False,True,False,False,https://www.kaggle.com/code/mpb1807/pytorch-accelerated-collision-checking,downloaded/mpb1807_pytorch-accelerated-collision-checking,,,
anujjakhar2104/santa-1-overlaps,Anuj Jakhar,santa-1 | overlaps,5,,false,false,,numpy;pandas,61,False,,False,False,True,False,https://www.kaggle.com/code/anujjakhar2104/santa-1-overlaps,downloaded/anujjakhar2104_santa-1-overlaps,,,
shams1/santa2,Shams Sultan,santa2,4,,false,false,,numpy;pandas,9,False,,False,False,True,False,https://www.kaggle.com/code/shams1/santa2,downloaded/shams1_santa2,,,
chistyakov/simple-fix-rebuild-large-layout-from-corners,Stanislav Chistyakov,Simple fix (rebuild large layout from corners),69,,false,false,,,1,False,,False,False,False,False,https://www.kaggle.com/code/chistyakov/simple-fix-rebuild-large-layout-from-corners,downloaded/chistyakov_simple-fix-rebuild-large-layout-from-corners,70.378875862989,ST,143
hardikmakhija/grandmaster-parallel-solver-visual-audit,HARDIK MAKHIJA,Grandmaster Parallel Solver + Visual Audit,2,,false,false,,numpy;pandas;shapely,76,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/grandmaster-parallel-solver-visual-audit,downloaded/hardikmakhija_grandmaster-parallel-solver-visual-audit,225.836426427345,,
nikitagajbhiye30/santa-0000000,Nikita,Santa 0000000,12,,false,false,,matplotlib;numpy;pandas;shapely,268,False,,True,False,True,True,https://www.kaggle.com/code/nikitagajbhiye30/santa-0000000,downloaded/nikitagajbhiye30_santa-0000000,70.781495651088,KIT,83
rishabhbhartiya/santa-2025,Rishabh Bhartiya,SANTA 2025,7,,false,false,,numpy;pandas;shapely,187,False,,True,False,True,False,https://www.kaggle.com/code/rishabhbhartiya/santa-2025,downloaded/rishabhbhartiya_santa-2025,1891.37506041688,,
mexwell/tree-packing-optimization,mexwell,🎄 Tree Packing Optimization,0,,false,false,SA;Translation,matplotlib;numpy;pandas;scipy;shapely,454,False,,True,False,True,False,https://www.kaggle.com/code/mexwell/tree-packing-optimization,downloaded/mexwell_tree-packing-optimization,648.11997803731,,
ladiposamson/santa-2025,Ladipo Samson,SANTA 2025,9,,false,false,Translation;Physics;Greedy,matplotlib;numpy;pandas;shapely,814,False,,True,False,True,False,https://www.kaggle.com/code/ladiposamson/santa-2025,downloaded/ladiposamson_santa-2025,177.70512597345,,
husnind/hybrid-tree-packing-solver-first-try,Husnind,Hybrid Tree Packing Solver - First try,13,,false,false,Physics;Greedy,numpy;pandas;shapely,288,False,,True,False,True,False,https://www.kaggle.com/code/husnind/hybrid-tree-packing-solver-first-try,downloaded/husnind_hybrid-tree-packing-solver-first-try,,,
camurberkayy/santa-packing-gpu-accelerated-simulated-anneal,camurberkayy,🎄 Santa Packing: GPU-Accelerated Simulated Anneal,42,,false,false,,,1,False,,False,False,True,False,https://www.kaggle.com/code/camurberkayy/santa-packing-gpu-accelerated-simulated-anneal,downloaded/camurberkayy_santa-packing-gpu-accelerated-simulated-anneal,70.970926839414,,
nctuan/happy-christmas,Nguyễn Công Tuấn,Happy Christmas,247,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/nctuan/happy-christmas,downloaded/nctuan_happy-christmas,70.305253658419,,
roshaw/the-boxes-shrunk-more,Robert,The Boxes Shrunk More,55,,false,false,Translation,numpy;pandas;shapely,155,False,,True,False,True,False,https://www.kaggle.com/code/roshaw/the-boxes-shrunk-more,downloaded/roshaw_the-boxes-shrunk-more,70.480924506387,Tree Cuts,206
kaibaur/staggered-grid,kaibaur,staggered grid,4,,false,false,,pandas,47,False,,False,False,True,False,https://www.kaggle.com/code/kaibaur/staggered-grid,downloaded/kaibaur_staggered-grid,140.20733673753,kaibaur,246
xyzeys/baseline-greedy-v1,xyz eys,baseline-greedy-v1,4,,false,false,SA;Greedy,pandas;shapely,254,False,,True,False,True,False,https://www.kaggle.com/code/xyzeys/baseline-greedy-v1,downloaded/xyzeys_baseline-greedy-v1,168.80698029163,,
hossam82/eazy-optimizer,Hossam Hamouda,Eazy Optimizer,69,,false,false,Translation,matplotlib;numpy;pandas;shapely,393,False,,True,False,True,False,https://www.kaggle.com/code/hossam82/eazy-optimizer,downloaded/hossam82_eazy-optimizer,70.699761444878,,
anhadmahajan06/santa-2025-aggressive-gpu-annealer,Anhad Mahajan,Santa 2025 – Aggressive GPU Annealer ,8,,false,false,Physics,numpy;pandas;shapely;torch,140,False,,True,False,True,False,https://www.kaggle.com/code/anhadmahajan06/santa-2025-aggressive-gpu-annealer,downloaded/anhadmahajan06_santa-2025-aggressive-gpu-annealer,676.105665977624,,
nctuan/gui-html-for-santa-challenge,Nguyễn Công Tuấn,GUI (HTML) for Santa Challenge,10,,false,false,,,1108,False,,True,False,True,False,https://www.kaggle.com/code/nctuan/gui-html-for-santa-challenge,downloaded/nctuan_gui-html-for-santa-challenge,,,
cdeotte/compare-two-public-notebooks,Chris Deotte,Compare Two Public Notebooks,58,,false,false,Translation;Ensemble,matplotlib;pandas;shapely,198,True,,False,True,True,True,https://www.kaggle.com/code/cdeotte/compare-two-public-notebooks,downloaded/cdeotte_compare-two-public-notebooks,,,
smartmanoj/santa-packing-gpu-accelerated-simulated-anneal,Smart Manoj,🎄 Santa Packing: GPU-Accelerated Simulated Anneal,1,,false,false,Ensemble,numpy;pandas;scipy;shapely,659,False,,True,False,True,True,https://www.kaggle.com/code/smartmanoj/santa-packing-gpu-accelerated-simulated-anneal,downloaded/smartmanoj_santa-packing-gpu-accelerated-simulated-anneal,,Smart Manoj,116
skarin/the-tree-farm-geometry-verified,SK Arin,🎄 The Tree Farm (Geometry-Verified),8,,false,false,,numpy;pandas;shapely,138,False,,False,False,True,False,https://www.kaggle.com/code/skarin/the-tree-farm-geometry-verified,downloaded/skarin_the-tree-farm-geometry-verified,71.007887755478,,
frederickvlee/santa-golf,Frederick Lee,Santa Golf,7,,false,false,,,1,False,,False,False,True,False,https://www.kaggle.com/code/frederickvlee/santa-golf,downloaded/frederickvlee_santa-golf,173.652298602905,Lee,275
jazivxt/gemini-vibe-code-pygame,jazivxt,Gemini Vibe Code Pygame,10,,false,false,Translation,,307,False,,False,True,True,False,https://www.kaggle.com/code/jazivxt/gemini-vibe-code-pygame,downloaded/jazivxt_gemini-vibe-code-pygame,,Very Ape,64
errajanikantawasthi/rkawasthi-santa,Er.Rajani Kant Awasthi,RKAWASTHI_Santa,2,,false,false,,numpy;pandas,6,False,,False,False,False,False,https://www.kaggle.com/code/errajanikantawasthi/rkawasthi-santa,downloaded/errajanikantawasthi_rkawasthi-santa,,,
hardikmakhija/the-dimer-blueprint-masterclass-in-non-convex-opt,HARDIK MAKHIJA,The Dimer Blueprint: Masterclass in Non-Convex Opt,2,,false,false,,matplotlib;numpy;pandas;shapely,73,False,,True,False,True,False,https://www.kaggle.com/code/hardikmakhija/the-dimer-blueprint-masterclass-in-non-convex-opt,downloaded/hardikmakhija_the-dimer-blueprint-masterclass-in-non-convex-opt,7608.62672253447,,
brianedwards/santa-2025-tree-packing-with-claude-code,Brian Edwards,Santa 2025: Tree Packing with Claude Code,3,,false,false,SA,matplotlib;numpy;pandas,178,False,,True,False,True,False,https://www.kaggle.com/code/brianedwards/santa-2025-tree-packing-with-claude-code,downloaded/brianedwards_santa-2025-tree-packing-with-claude-code,,,
opencv411/santa-final-final-sub,Liu Jiahao,santa_final_final_sub,18,,false,false,Translation,multiprocessing;numba;numpy;pandas,498,False,,True,False,True,True,https://www.kaggle.com/code/opencv411/santa-final-final-sub,downloaded/opencv411_santa-final-final-sub,,已弃赛,234
nocarbonintelligence/santa-2025-tilingmultistartsa-strtree,LazyUnicorn,Santa_2025_TilingMultiStartSA_STRtree,6,,false,false,SA;Translation;Physics,matplotlib;numpy;shapely,274,False,,True,False,False,False,https://www.kaggle.com/code/nocarbonintelligence/santa-2025-tilingmultistartsa-strtree,downloaded/nocarbonintelligence_santa-2025-tilingmultistartsa-strtree,,,
hvanphucs112/santa2025-hello,Van-Phuc Huynh,Santa2025-Hello,7,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/hvanphucs112/santa2025-hello,downloaded/hvanphucs112_santa2025-hello,71.014890106504,⤵️79 to 94⤵️,139
samyakrajbayar/santa-submission-b,Samyakraj Bayar,Santa-submission b,3,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-b,downloaded/samyakrajbayar_santa-submission-b,70.779240203463,Amy,40
nocarbonintelligence/santa-tree-optimizer,LazyUnicorn,santa_tree_optimizer,4,,false,false,SA;Translation,matplotlib;numpy;shapely,263,False,,True,False,False,False,https://www.kaggle.com/code/nocarbonintelligence/santa-tree-optimizer,downloaded/nocarbonintelligence_santa-tree-optimizer,,,
josephnehrenz/santa-2025-cartesian-shell-solver,Joe,Santa 2025: Cartesian Shell Solver,12,,false,false,,matplotlib;multiprocessing;numpy;pandas;shapely,89,False,,False,True,True,False,https://www.kaggle.com/code/josephnehrenz/santa-2025-cartesian-shell-solver,downloaded/josephnehrenz_santa-2025-cartesian-shell-solver,125.742201403885,,
avikdas567/santa-2025-christmas-tree-packing-challenge,Avik Das,Santa 2025 - Christmas Tree Packing Challenge,9,,false,false,,numpy;pandas;shapely,86,False,,True,False,True,False,https://www.kaggle.com/code/avikdas567/santa-2025-christmas-tree-packing-challenge,downloaded/avikdas567_santa-2025-christmas-tree-packing-challenge,220.107701446287,,
rafifariqrabbani/alns-for-christmas-tree-packing,Rafif Ariq Rabbani,ALNS for Christmas Tree Packing,9,,false,false,Translation;Greedy,matplotlib;numpy;pandas;scipy;shapely;sklearn,1196,False,,True,False,True,False,https://www.kaggle.com/code/rafifariqrabbani/alns-for-christmas-tree-packing,downloaded/rafifariqrabbani_alns-for-christmas-tree-packing,,,
unknown2007/santa-christmas-tree,Saksham Sharma,Santa christmas tree ,4,,false,false,,numpy;pandas,34,False,,False,False,True,False,https://www.kaggle.com/code/unknown2007/santa-christmas-tree,downloaded/unknown2007_santa-christmas-tree,,,
niladri2005/notebooke4c6201680,Niladri Saha,notebooke4c6201680,0,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/niladri2005/notebooke4c6201680,downloaded/niladri2005_notebooke4c6201680,,,
yasunorim/golden-spiral-optimization-with-enhanced-sa,Ymori,Golden Spiral Optimization with Enhanced SA,2,,false,false,,numpy;pandas;shapely,595,False,,True,False,True,True,https://www.kaggle.com/code/yasunorim/golden-spiral-optimization-with-enhanced-sa,downloaded/yasunorim_golden-spiral-optimization-with-enhanced-sa,187.023153839535,,
kaushikjonas/santa,Kaushik A S,Santa,4,,false,false,,matplotlib;numpy;pandas,161,False,,False,True,True,False,https://www.kaggle.com/code/kaushikjonas/santa,downloaded/kaushikjonas_santa,14120.9954870532,,
marwanashref/the-others,Marwan Ashref1,The Others ,12,,false,false,,numba;numpy;pandas;shapely,343,False,,True,False,True,False,https://www.kaggle.com/code/marwanashref/the-others,downloaded/marwanashref_the-others,70.781495994539,shr,5
anantpandey29/santa-2025-ho-ho-holdout,Anant Pandey,🎄 Santa 2025: Ho Ho Holdout,1,,false,false,SA;Greedy,matplotlib;numpy;pandas;shapely,253,False,,True,False,True,False,https://www.kaggle.com/code/anantpandey29/santa-2025-ho-ho-holdout,downloaded/anantpandey29_santa-2025-ho-ho-holdout,152.647206531204,,
alexsch86/santa-2025-my-starter-solution,Alex Schiaucu,Santa 2025 my starter solution,1,,false,false,Physics,matplotlib;numpy;pandas;shapely,220,False,,False,True,True,False,https://www.kaggle.com/code/alexsch86/santa-2025-my-starter-solution,downloaded/alexsch86_santa-2025-my-starter-solution,176.332601598467,,
jiweiliu/super-fast-simulated-annealing-with-translations,Jiwei Liu,Super Fast Simulated Annealing with Translations,135,,false,false,Translation,multiprocessing;numba;numpy;pandas,652,False,,True,False,True,True,https://www.kaggle.com/code/jiweiliu/super-fast-simulated-annealing-with-translations,downloaded/jiweiliu_super-fast-simulated-annealing-with-translations,71.369055434817,Santa AI Chaotic Elves,12
hossam82/santa-inside-box,Hossam Hamouda,Santa inside box!,136,,false,false,,pandas;shapely,143,False,,False,False,True,False,https://www.kaggle.com/code/hossam82/santa-inside-box,downloaded/hossam82_santa-inside-box,70.250339070307,,
sacuscreed/santa2025-solutions-guided-refinement,Ángel Jacinto Sánchez Ruiz,Santa2025 - Solutions Guided Refinement,111,,false,false,Sparrow;Translation;Ensemble,matplotlib;numpy;pandas;shapely,774,False,,True,False,True,True,https://www.kaggle.com/code/sacuscreed/santa2025-solutions-guided-refinement,downloaded/sacuscreed_santa2025-solutions-guided-refinement,71.366433826911,Let me solo her!,72
samyakrajbayar/santa-submission-once-more,Samyakraj Bayar,Santa-submission once more,14,,false,false,Translation,numpy;pandas;scipy;shapely,484,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/santa-submission-once-more,downloaded/samyakrajbayar_santa-submission-once-more,70.781872290045,Amy,40
atshimamura/santa-2025-getting-started,at_shimamura,【日本語解説】Santa 2025 - Getting Started,3,,false,false,Physics;Greedy,matplotlib;numpy;pandas;shapely,213,False,,True,False,True,False,https://www.kaggle.com/code/atshimamura/santa-2025-getting-started,downloaded/atshimamura_santa-2025-getting-started,174.321112980559,Sky Lion,266
aayushrivastava/notebookfd5eaa84a5,AAYUSHI Shrivastava,notebookfd5eaa84a5,2,,false,false,,numpy;pandas;shapely,79,False,,True,False,True,False,https://www.kaggle.com/code/aayushrivastava/notebookfd5eaa84a5,downloaded/aayushrivastava_notebookfd5eaa84a5,,shr,5
smartmanoj/sa-on-metamodel-from-2-blocks-194-trees,Smart Manoj,SA on metamodel from 2 blocks- 194 trees,0,,false,false,SA,matplotlib;numpy;pandas;shapely,890,False,,True,False,True,False,https://www.kaggle.com/code/smartmanoj/sa-on-metamodel-from-2-blocks-194-trees,downloaded/smartmanoj_sa-on-metamodel-from-2-blocks-194-trees,,Smart Manoj,116
shraddhasingh555/notebookccfdbb73ef,shraddha singh,notebookccfdbb73ef,1,,false,false,SA;Greedy,multiprocessing;numpy;pandas;shapely,278,False,,True,False,True,False,https://www.kaggle.com/code/shraddhasingh555/notebookccfdbb73ef,downloaded/shraddhasingh555_notebookccfdbb73ef,,,
shiva1mishra1/notebook33d5a81041,Shiva Mishra,notebook33d5a81041,0,,false,false,,numpy;pandas,12,False,,False,False,False,False,https://www.kaggle.com/code/shiva1mishra1/notebook33d5a81041,downloaded/shiva1mishra1_notebook33d5a81041,,,
seowoohyeon/santa2025-ver2,seowoohyeon,santa2025_ver2,102,,false,false,,,1467,False,,True,False,True,True,https://www.kaggle.com/code/seowoohyeon/santa2025-ver2,downloaded/seowoohyeon_santa2025-ver2,72.23959720044,,
kaibaur/santa-1d-demention,kaibaur,santa 1d demention,4,,false,false,,pandas,23,False,,False,False,True,False,https://www.kaggle.com/code/kaibaur/santa-1d-demention,downloaded/kaibaur_santa-1d-demention,20100.0398000197,kaibaur,246
adityapawar327/santa-2025-christmas-tree-packing-challenge-v1,Aditya,Santa 2025 - Christmas Tree Packing Challenge V1,8,,false,false,SA;Ensemble,matplotlib;numpy;pandas;shapely,238,False,,True,False,True,True,https://www.kaggle.com/code/adityapawar327/santa-2025-christmas-tree-packing-challenge-v1,downloaded/adityapawar327_santa-2025-christmas-tree-packing-challenge-v1,85.918996026739,,
sonu07022005/paking-with-diff-diff-method,sonu@0702@2005,paking_with_diff_diff_method,4,,false,false,SA;Greedy,matplotlib;numpy;pandas;scipy,1131,False,,True,False,True,False,https://www.kaggle.com/code/sonu07022005/paking-with-diff-diff-method,downloaded/sonu07022005_paking-with-diff-diff-method,,,
khushikyad001/santa-tree-packing-visualization,Khushi Yadav,Santa Tree Packing Visualization,7,,false,false,,matplotlib;numpy;pandas;shapely,44,False,,False,True,True,False,https://www.kaggle.com/code/khushikyad001/santa-tree-packing-visualization,downloaded/khushikyad001_santa-tree-packing-visualization,,,
agneskantony/santa-2025-christmas-tree-packing-challenge,agneskantony,Santa 2025 - Christmas Tree Packing Challenge,2,,false,false,,numpy;pandas,64,False,,False,False,True,False,https://www.kaggle.com/code/agneskantony/santa-2025-christmas-tree-packing-challenge,downloaded/agneskantony_santa-2025-christmas-tree-packing-challenge,,,
abhinavsharma0706/santa-25,Abhinav Sharma,Santa-25,15,,false,false,Translation;Ensemble,numpy;pandas;shapely,157,False,,True,False,True,True,https://www.kaggle.com/code/abhinavsharma0706/santa-25,downloaded/abhinavsharma0706_santa-25,71.007879805097,,
samyakrajbayar/manual-tree-shifter-and-checker-sa,Samyakraj Bayar,Manual Tree Shifter and Checker+SA,56,,false,false,,numpy;pandas;shapely,269,False,,True,False,True,False,https://www.kaggle.com/code/samyakrajbayar/manual-tree-shifter-and-checker-sa,downloaded/samyakrajbayar_manual-tree-shifter-and-checker-sa,70.744171123463,Amy,40
asyaaatru/christmas-tree-tetris,asyaaatru,Christmas_Tree_Tetris,9,,false,false,Greedy,matplotlib;numpy;pandas;shapely,239,False,,False,True,True,False,https://www.kaggle.com/code/asyaaatru/christmas-tree-tetris,downloaded/asyaaatru_christmas-tree-tetris,169.400020485556,,
sapaharamvishnusingh/santa-2025-christmas-tree-packing-challenge-2,sapaharam vishnu singh,Santa 2025 - Christmas Tree Packing Challenge 2,19,,false,false,Translation,numba;numpy;pandas;shapely,668,False,,True,False,True,False,https://www.kaggle.com/code/sapaharamvishnusingh/santa-2025-christmas-tree-packing-challenge-2,downloaded/sapaharamvishnusingh_santa-2025-christmas-tree-packing-challenge-2,72.801056210538,,
smartmanoj/santa-claude-single-group-optimizer,Smart Manoj,Santa Claude | Single Group Optimizer,76,,false,false,Sparrow;Ensemble,,631,False,,True,False,True,True,https://www.kaggle.com/code/smartmanoj/santa-claude-single-group-optimizer,downloaded/smartmanoj_santa-claude-single-group-optimizer,70.734970667078,Smart Manoj,116
daniil1423/santa-2025-full-public-best-score,Daniil1423,Santa 2025| full public | best score 🔥🔥🔥,23,,false,false,Physics,numpy;pandas;scipy;shapely,208,False,,True,False,True,False,https://www.kaggle.com/code/daniil1423/santa-2025-full-public-best-score,downloaded/daniil1423_santa-2025-full-public-best-score,,,
anujjakhar2104/santa-tree-packing,Anuj Jakhar,santa tree packing,5,,false,false,,matplotlib;numba;numpy;pandas,141,False,,True,False,True,False,https://www.kaggle.com/code/anujjakhar2104/santa-tree-packing,downloaded/anujjakhar2104_santa-tree-packing,250.164641508312,,
emanafi/santa-2025-challenge,Eman Afi,Santa 2025 Challenge,24,,false,false,SA;Greedy,matplotlib;numpy;pandas;scipy;shapely,780,False,,True,False,True,False,https://www.kaggle.com/code/emanafi/santa-2025-challenge,downloaded/emanafi_santa-2025-challenge,,,
datafad/post-completion-better-scores,🔥🦫📿🗽,Post-Completion Better Scores,36,,false,false,,,1,False,,False,False,True,False,https://www.kaggle.com/code/datafad/post-completion-better-scores,downloaded/datafad_post-completion-better-scores,68.76520893601,Tree Cuts,206
blueshyy/santa-2025-ensemble-sa-greedy-backtracking-tes,Zelin Huang,Santa 2025 ensemble + SA + greedy_backtracking tes,114,,false,false,SA;Ensemble;Physics,multiprocessing;pandas;shapely,823,False,,True,False,True,True,https://www.kaggle.com/code/blueshyy/santa-2025-ensemble-sa-greedy-backtracking-tes,downloaded/blueshyy_santa-2025-ensemble-sa-greedy-backtracking-tes,,ST,143
princerayamwar/christmas-tree-minimal-space-packin,PRINCE RAYAMWAR,Christmas Tree Minimal Space Packin,3,,false,false,,,0,False,,False,False,False,False,https://www.kaggle.com/code/princerayamwar/christmas-tree-minimal-space-packin,downloaded/princerayamwar_christmas-tree-minimal-space-packin,,,
abhinavsharma0706/santa-25-02,Abhinav Sharma,santa-25-02,15,,false,false,Translation,numpy;pandas;shapely,157,False,,True,False,True,False,https://www.kaggle.com/code/abhinavsharma0706/santa-25-02,downloaded/abhinavsharma0706_santa-25-02,70.876226765982,,
hwkims/fork-of-fork-of-exp-annealing-hybrid,Hyun-woo Kim,Fork of fork of exp-annealing-hybrid,13,,false,false,Ensemble;Physics,matplotlib;numpy;pandas;shapely,233,True,fork-of-exp-annealing-hybrid,True,False,True,True,https://www.kaggle.com/code/hwkims/fork-of-fork-of-exp-annealing-hybrid,downloaded/hwkims_fork-of-fork-of-exp-annealing-hybrid,86.166670742874,,
datafad/jolly-christmas,🔥🦫📿🗽,Jolly Christmas,46,,false,false,Translation,numpy;pandas;shapely,156,False,,True,False,True,False,https://www.kaggle.com/code/datafad/jolly-christmas,downloaded/datafad_jolly-christmas,71.010439986047,Tree Cuts,206
abhishekgodara/fork-of-santa-submission-happy-new-year,Abhishek Godara,Fork of Santa submission 🎅🎅| happy new year 🎉🎉,69,,false,false,Ensemble,numba;numpy;pandas;shapely,178,True,santa-submission-happy-new-year,False,False,True,True,https://www.kaggle.com/code/abhishekgodara/fork-of-santa-submission-happy-new-year,downloaded/abhishekgodara_fork-of-santa-submission-happy-new-year,70.778841999636,ST,143
kumarandatascientist/86-59-neon-tree-visualizer,Kumaran K,✨[86.59]✨ Neon Tree Visualizer 📦,13,,false,false,,multiprocessing;pandas;shapely,329,False,,True,False,True,False,https://www.kaggle.com/code/kumarandatascientist/86-59-neon-tree-visualizer,downloaded/kumarandatascientist_86-59-neon-tree-visualizer,86.591577694546,,
shraddhasingh555/notebookee6ac0e576,shraddha singh,notebookee6ac0e576,1,,false,false,,numpy;pandas,68,False,,False,False,True,False,https://www.kaggle.com/code/shraddhasingh555/notebookee6ac0e576,downloaded/shraddhasingh555_notebookee6ac0e576,,,
datafad/a-single-group-optimizer-by-manoj,🔥🦫📿🗽,A Single Group Optimizer by Manoj,103,,false,false,,,631,False,,True,False,True,False,https://www.kaggle.com/code/datafad/a-single-group-optimizer-by-manoj,downloaded/datafad_a-single-group-optimizer-by-manoj,70.771942080564,Tree Cuts,206
sharifobaidullah/santa-2025-christmas-tree-packing,Sharif Obaidullah,Santa 2025 - Christmas Tree Packing,2,,false,false,Greedy,numpy;pandas;shapely,89,False,,False,False,True,False,https://www.kaggle.com/code/sharifobaidullah/santa-2025-christmas-tree-packing,downloaded/sharifobaidullah_santa-2025-christmas-tree-packing,251.119200035001,,
guntasdhanjal/santa-2025-simple-optimization,Guntas Dhanjal,Santa 2025 | simple optimization,57,,false,false,,pandas;shapely,112,False,,False,False,True,False,https://www.kaggle.com/code/guntasdhanjal/santa-2025-simple-optimization,downloaded/guntasdhanjal_santa-2025-simple-optimization,72.800445055406,,
chistyakov/santa-2025-simple-optimization-new-slow-version,Stanislav Chistyakov,Santa 2025 - simple optimization(new slow version),134,,false,false,Translation;Ensemble,pandas;shapely,143,False,,False,False,True,True,https://www.kaggle.com/code/chistyakov/santa-2025-simple-optimization-new-slow-version,downloaded/chistyakov_santa-2025-simple-optimization-new-slow-version,72.607855011665,ST,143
mitudru/santa-2025-packing-challenge,Mitudru Dutta,Santa 2025 - Packing Challenge,8,,false,false,,numpy;pandas;shapely,192,False,,True,False,True,False,https://www.kaggle.com/code/mitudru/santa-2025-packing-challenge,downloaded/mitudru_santa-2025-packing-challenge,134.885053155428,,
egortrushin/santa25-improved-sa-with-translations,Egor Trushin,[Santa25] Improved SA with translations,88,,false,false,SA;Translation,matplotlib;numpy;pandas;shapely,506,False,,True,False,True,False,https://www.kaggle.com/code/egortrushin/santa25-improved-sa-with-translations,downloaded/egortrushin_santa25-improved-sa-with-translations,72.24517726388,Santa AI Chaotic Elves,12
cid007/santa-concise-bl,Chirag Desai,SANTA CONCISE BL,7,,false,false,,matplotlib;numpy;pandas;shapely;sklearn,493,False,,True,False,True,False,https://www.kaggle.com/code/cid007/santa-concise-bl,downloaded/cid007_santa-concise-bl,210.840340799593,,
